"WeekEndingDate","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesEpisode","NumberWithin4HoursEpisode","NumberOver4HoursEpisode","PercentageWithin4HoursEpisode","NumberOver8HoursEpisode","PercentageOver8HoursEpisode","NumberOver12HoursEpisode","PercentageOver12HoursEpisode"
"20191117","S92000003","S08000032","L308H","Emergency Department",1533,1296,237,84.5,20,1.3,0,0
"20191117","S92000003","S08000024","S319H","Emergency Department",1162,1098,64,94.5,5,0.4,0,0
"20191117","S92000003","S08000024","S314H","Emergency Department",2458,1837,621,74.7,120,4.9,28,1.1
"20191117","S92000003","S08000024","S308H","Emergency Department",1151,1017,134,88.4,41,3.6,12,1
"20191117","S92000003","S08000025","R103H","Emergency Department",111,110,1,99.1,0,0,0,0
"20191117","S92000003","S08000026","Z102H","Emergency Department",156,149,7,95.5,0,0,0,0
"20191117","S92000003","S08000030","T101H","Emergency Department",1020,963,57,94.4,0,0,0,0
"20191117","S92000003","S08000030","T202H","Emergency Department",455,442,13,97.1,1,0.2,0,0
"20191117","S92000003","S08000028","W107H","Emergency Department",104,104,0,100,0,0,0,0
"20191124","S92000003","S08000015","A210H","Emergency Department",731,494,237,67.6,91,12.4,48,6.6
"20191124","S92000003","S08000015","A111H","Emergency Department",1479,1259,220,85.1,112,7.6,44,3
"20191124","S92000003","S08000016","B120H","Emergency Department",597,523,74,87.6,13,2.2,8,1.3
"20191124","S92000003","S08000017","Y146H","Emergency Department",670,562,108,83.9,7,1,0,0
"20191124","S92000003","S08000017","Y144H","Emergency Department",251,239,12,95.2,0,0,0,0
"20191124","S92000003","S08000029","F704H","Emergency Department",1293,1172,121,90.6,2,0.2,0,0
"20191124","S92000003","S08000019","V217H","Emergency Department",1271,1073,198,84.4,9,0.7,1,0.1
"20191124","S92000003","S08000020","N101H","Emergency Department",1168,976,192,83.6,13,1.1,2,0.2
"20191124","S92000003","S08000020","N411H","Emergency Department",525,499,26,95,1,0.2,0,0
"20191124","S92000003","S08000020","N121H","Emergency Department",315,311,4,98.7,0,0,0,0
"20191124","S92000003","S08000031","G107H","Emergency Department",1855,1515,340,81.7,17,0.9,0,0
"20191124","S92000003","S08000031","C313H","Emergency Department",647,566,81,87.5,8,1.2,0,0
"20191124","S92000003","S08000031","G405H","Emergency Department",1927,1390,537,72.1,40,2.1,8,0.4
"20191124","S92000003","S08000031","C418H","Emergency Department",1258,981,277,78,41,3.3,0,0
"20191124","S92000003","S08000031","G513H","Emergency Department",1822,1465,357,80.4,3,0.2,0,0
"20191124","S92000003","S08000022","H212H","Emergency Department",150,140,10,93.3,0,0,0,0
"20191124","S92000003","S08000022","H103H","Emergency Department",151,144,7,95.4,0,0,0,0
"20191124","S92000003","S08000022","C121H","Emergency Department",142,139,3,97.9,0,0,0,0
"20191124","S92000003","S08000022","H202H","Emergency Department",680,577,103,84.9,16,2.4,0,0
"20191124","S92000003","S08000032","L302H","Emergency Department",1221,932,289,76.3,60,4.9,18,1.5
"20191124","S92000003","S08000032","L106H","Emergency Department",1325,1054,271,79.5,11,0.8,0,0
"20191124","S92000003","S08000032","L308H","Emergency Department",1432,1260,172,88,21,1.5,5,0.3
"20191124","S92000003","S08000024","S319H","Emergency Department",1275,1190,85,93.3,2,0.2,0,0
"20191124","S92000003","S08000024","S314H","Emergency Department",2345,1799,546,76.7,153,6.5,38,1.6
"20191124","S92000003","S08000024","S308H","Emergency Department",1115,975,140,87.4,20,1.8,2,0.2
"20191124","S92000003","S08000025","R103H","Emergency Department",126,121,5,96,0,0,0,0
"20191124","S92000003","S08000026","Z102H","Emergency Department",142,139,3,97.9,0,0,0,0
"20191124","S92000003","S08000030","T101H","Emergency Department",937,922,15,98.4,0,0,0,0
"20191124","S92000003","S08000030","T202H","Emergency Department",477,463,14,97.1,0,0,0,0
"20191124","S92000003","S08000028","W107H","Emergency Department",149,149,0,100,0,0,0,0
"20191201","S92000003","S08000015","A210H","Emergency Department",679,484,195,71.3,104,15.3,78,11.5
"20191201","S92000003","S08000015","A111H","Emergency Department",1431,1195,236,83.5,109,7.6,62,4.3
"20191201","S92000003","S08000016","B120H","Emergency Department",620,512,108,82.6,22,3.5,10,1.6
"20191201","S92000003","S08000017","Y146H","Emergency Department",691,566,125,81.9,31,4.5,7,1
"20191201","S92000003","S08000017","Y144H","Emergency Department",265,235,30,88.7,6,2.3,1,0.4
"20191201","S92000003","S08000029","F704H","Emergency Department",1311,1109,202,84.6,8,0.6,0,0
"20191201","S92000003","S08000019","V217H","Emergency Department",1266,1037,229,81.9,10,0.8,0,0
"20191201","S92000003","S08000020","N101H","Emergency Department",1166,997,169,85.5,9,0.8,2,0.2
"20191201","S92000003","S08000020","N411H","Emergency Department",569,534,35,93.8,1,0.2,0,0
"20191201","S92000003","S08000020","N121H","Emergency Department",306,301,5,98.4,0,0,0,0
"20191201","S92000003","S08000031","G107H","Emergency Department",1907,1415,492,74.2,23,1.2,0,0
"20191201","S92000003","S08000031","C313H","Emergency Department",663,535,128,80.7,13,2,0,0
"20191201","S92000003","S08000031","G405H","Emergency Department",1939,1368,571,70.6,131,6.8,33,1.7
"20191201","S92000003","S08000031","C418H","Emergency Department",1323,951,372,71.9,64,4.8,1,0.1
"20191201","S92000003","S08000031","G513H","Emergency Department",1734,1363,371,78.6,21,1.2,1,0.1
"20191201","S92000003","S08000022","H212H","Emergency Department",160,146,14,91.3,0,0,0,0
"20191201","S92000003","S08000022","H103H","Emergency Department",137,129,8,94.2,0,0,0,0
"20191201","S92000003","S08000022","C121H","Emergency Department",138,132,6,95.7,0,0,0,0
"20191201","S92000003","S08000022","H202H","Emergency Department",648,546,102,84.3,17,2.6,1,0.2
"20191201","S92000003","S08000032","L302H","Emergency Department",1278,961,317,75.2,64,5,16,1.3
"20191201","S92000003","S08000032","L106H","Emergency Department",1284,1160,124,90.3,10,0.8,1,0.1
"20191201","S92000003","S08000032","L308H","Emergency Department",1477,1181,296,80,48,3.2,10,0.7
"20191201","S92000003","S08000024","S319H","Emergency Department",1215,1132,83,93.2,1,0.1,1,0.1
"20191201","S92000003","S08000024","S314H","Emergency Department",2445,1772,673,72.5,184,7.5,76,3.1
"20191201","S92000003","S08000024","S308H","Emergency Department",1168,969,199,83,54,4.6,14,1.2
"20191201","S92000003","S08000025","R103H","Emergency Department",128,124,4,96.9,0,0,0,0
"20191201","S92000003","S08000026","Z102H","Emergency Department",127,122,5,96.1,1,0.8,0,0
"20191201","S92000003","S08000030","T101H","Emergency Department",952,920,32,96.6,0,0,0,0
"20191201","S92000003","S08000030","T202H","Emergency Department",427,406,21,95.1,3,0.7,0,0
"20191201","S92000003","S08000028","W107H","Emergency Department",131,126,5,96.2,0,0,0,0
"20191208","S92000003","S08000015","A210H","Emergency Department",666,433,233,65,87,13.1,48,7.2
"20191208","S92000003","S08000015","A111H","Emergency Department",1443,1227,216,85,89,6.2,54,3.7
"20191208","S92000003","S08000016","B120H","Emergency Department",672,555,117,82.6,21,3.1,10,1.5
"20191208","S92000003","S08000017","Y146H","Emergency Department",681,571,110,83.8,11,1.6,0,0
"20191208","S92000003","S08000017","Y144H","Emergency Department",237,222,15,93.7,1,0.4,0,0
"20191208","S92000003","S08000029","F704H","Emergency Department",1350,1221,129,90.4,2,0.1,0,0
"20191208","S92000003","S08000019","V217H","Emergency Department",1232,1047,185,85,8,0.6,2,0.2
"20191208","S92000003","S08000020","N101H","Emergency Department",1215,1016,199,83.6,18,1.5,1,0.1
"20191208","S92000003","S08000020","N411H","Emergency Department",544,518,26,95.2,3,0.6,1,0.2
"20191208","S92000003","S08000020","N121H","Emergency Department",348,346,2,99.4,0,0,0,0
"20191208","S92000003","S08000031","G107H","Emergency Department",1801,1376,425,76.4,33,1.8,0,0
"20191208","S92000003","S08000031","C313H","Emergency Department",634,549,85,86.6,12,1.9,0,0
"20191208","S92000003","S08000031","G405H","Emergency Department",1860,1146,714,61.6,218,11.7,68,3.7
"20191208","S92000003","S08000031","C418H","Emergency Department",1325,1005,320,75.8,63,4.8,6,0.5
"20191208","S92000003","S08000031","G513H","Emergency Department",1682,1598,84,95,3,0.2,0,0
"20191208","S92000003","S08000022","H212H","Emergency Department",152,141,11,92.8,0,0,0,0
"20191208","S92000003","S08000022","H103H","Emergency Department",145,141,4,97.2,0,0,0,0
"20191208","S92000003","S08000022","C121H","Emergency Department",161,153,8,95,0,0,0,0
"20191208","S92000003","S08000022","H202H","Emergency Department",683,562,121,82.3,19,2.8,11,1.6
"20191208","S92000003","S08000032","L302H","Emergency Department",1204,894,310,74.3,88,7.3,38,3.2
"20191208","S92000003","S08000032","L106H","Emergency Department",1388,1147,241,82.6,31,2.2,6,0.4
"20191208","S92000003","S08000032","L308H","Emergency Department",1474,1187,287,80.5,36,2.4,7,0.5
"20191208","S92000003","S08000024","S319H","Emergency Department",1231,1133,98,92,6,0.5,0,0
"20191208","S92000003","S08000024","S314H","Emergency Department",2411,1864,547,77.3,88,3.6,14,0.6
"20191208","S92000003","S08000024","S308H","Emergency Department",1117,928,189,83.1,34,3,7,0.6
"20191208","S92000003","S08000025","R103H","Emergency Department",125,120,5,96,1,0.8,0,0
"20191208","S92000003","S08000026","Z102H","Emergency Department",119,115,4,96.6,0,0,0,0
"20191208","S92000003","S08000030","T101H","Emergency Department",1018,959,59,94.2,0,0,0,0
"20191208","S92000003","S08000030","T202H","Emergency Department",445,426,19,95.7,2,0.4,0,0
"20191208","S92000003","S08000028","W107H","Emergency Department",121,115,6,95,0,0,0,0
"20191215","S92000003","S08000015","A210H","Emergency Department",707,454,253,64.2,100,14.1,55,7.8
"20191215","S92000003","S08000015","A111H","Emergency Department",1439,1210,229,84.1,97,6.7,59,4.1
"20191215","S92000003","S08000016","B120H","Emergency Department",620,488,132,78.7,32,5.2,13,2.1
"20191215","S92000003","S08000017","Y146H","Emergency Department",691,571,120,82.6,18,2.6,3,0.4
"20191215","S92000003","S08000017","Y144H","Emergency Department",295,271,24,91.9,2,0.7,1,0.3
"20191215","S92000003","S08000029","F704H","Emergency Department",1328,1100,228,82.8,13,1,1,0.1
"20191215","S92000003","S08000019","V217H","Emergency Department",1288,979,309,76,4,0.3,0,0
"20191215","S92000003","S08000020","N101H","Emergency Department",1193,972,221,81.5,22,1.8,2,0.2
"20191215","S92000003","S08000020","N411H","Emergency Department",537,512,25,95.3,4,0.7,2,0.4
"20191215","S92000003","S08000020","N121H","Emergency Department",322,312,10,96.9,0,0,0,0
"20191215","S92000003","S08000031","G107H","Emergency Department",1854,1427,427,77,28,1.5,1,0.1
"20191215","S92000003","S08000031","C313H","Emergency Department",618,526,92,85.1,11,1.8,0,0
"20191215","S92000003","S08000031","G405H","Emergency Department",1894,994,900,52.5,315,16.6,128,6.8
"20191215","S92000003","S08000031","C418H","Emergency Department",1256,864,392,68.8,73,5.8,3,0.2
"20191215","S92000003","S08000031","G513H","Emergency Department",1673,1506,167,90,3,0.2,0,0
"20191215","S92000003","S08000022","H212H","Emergency Department",140,130,10,92.9,0,0,0,0
"20191215","S92000003","S08000022","H103H","Emergency Department",179,169,10,94.4,0,0,0,0
"20191215","S92000003","S08000022","C121H","Emergency Department",133,123,10,92.5,1,0.8,0,0
"20191215","S92000003","S08000022","H202H","Emergency Department",666,570,96,85.6,6,0.9,1,0.2
"20191215","S92000003","S08000032","L302H","Emergency Department",1224,790,434,64.5,138,11.3,56,4.6
"20191215","S92000003","S08000032","L106H","Emergency Department",1372,1098,274,80,31,2.3,7,0.5
"20191215","S92000003","S08000032","L308H","Emergency Department",1459,1082,377,74.2,59,4,17,1.2
"20191215","S92000003","S08000024","S319H","Emergency Department",1133,1087,46,95.9,2,0.2,1,0.1
"20191215","S92000003","S08000024","S314H","Emergency Department",2422,1746,676,72.1,152,6.3,24,1
"20191215","S92000003","S08000024","S308H","Emergency Department",1134,842,292,74.3,47,4.1,11,1
"20191215","S92000003","S08000025","R103H","Emergency Department",126,123,3,97.6,0,0,0,0
"20191215","S92000003","S08000026","Z102H","Emergency Department",135,127,8,94.1,1,0.7,0,0
"20191215","S92000003","S08000030","T101H","Emergency Department",989,960,29,97.1,0,0,0,0
"20191215","S92000003","S08000030","T202H","Emergency Department",446,431,15,96.6,1,0.2,1,0.2
"20191215","S92000003","S08000028","W107H","Emergency Department",129,120,9,93,0,0,0,0
"20191222","S92000003","S08000015","A210H","Emergency Department",718,570,148,79.4,47,6.5,10,1.4
"20191222","S92000003","S08000015","A111H","Emergency Department",1415,1189,226,84,111,7.8,68,4.8
"20191222","S92000003","S08000016","B120H","Emergency Department",562,479,83,85.2,19,3.4,5,0.9
"20191222","S92000003","S08000017","Y146H","Emergency Department",720,566,154,78.6,15,2.1,2,0.3
"20191222","S92000003","S08000017","Y144H","Emergency Department",281,264,17,94,2,0.7,1,0.4
"20191222","S92000003","S08000029","F704H","Emergency Department",1350,1099,251,81.4,28,2.1,4,0.3
"20191222","S92000003","S08000019","V217H","Emergency Department",1266,1048,218,82.8,4,0.3,1,0.1
"20191222","S92000003","S08000020","N101H","Emergency Department",1314,1047,267,79.7,13,1,1,0.1
"20191222","S92000003","S08000020","N411H","Emergency Department",597,544,53,91.1,3,0.5,0,0
"20191222","S92000003","S08000020","N121H","Emergency Department",362,348,14,96.1,1,0.3,1,0.3
"20191222","S92000003","S08000031","G107H","Emergency Department",1828,1447,381,79.2,29,1.6,3,0.2
"20191222","S92000003","S08000031","C313H","Emergency Department",623,528,95,84.8,4,0.6,0,0
"20191222","S92000003","S08000031","G405H","Emergency Department",1931,1187,744,61.5,199,10.3,53,2.7
"20191222","S92000003","S08000031","C418H","Emergency Department",1338,1076,262,80.4,47,3.5,4,0.3
"20191222","S92000003","S08000031","G513H","Emergency Department",1473,1363,110,92.5,0,0,0,0
"20191222","S92000003","S08000022","H212H","Emergency Department",172,150,22,87.2,1,0.6,0,0
"20191222","S92000003","S08000022","H103H","Emergency Department",167,163,4,97.6,1,0.6,0,0
"20191222","S92000003","S08000022","C121H","Emergency Department",148,138,10,93.2,1,0.7,1,0.7
"20191222","S92000003","S08000022","H202H","Emergency Department",731,609,122,83.3,18,2.5,0,0
"20191222","S92000003","S08000032","L302H","Emergency Department",1236,923,313,74.7,51,4.1,26,2.1
"20191222","S92000003","S08000032","L106H","Emergency Department",1364,1014,350,74.3,27,2,1,0.1
"20191222","S92000003","S08000032","L308H","Emergency Department",1500,1049,451,69.9,80,5.3,16,1.1
"20191222","S92000003","S08000024","S319H","Emergency Department",1050,1007,43,95.9,1,0.1,0,0
"20191222","S92000003","S08000024","S314H","Emergency Department",2426,1511,915,62.3,238,9.8,75,3.1
"20191222","S92000003","S08000024","S308H","Emergency Department",1081,915,166,84.6,21,1.9,5,0.5
"20191222","S92000003","S08000025","R103H","Emergency Department",167,164,3,98.2,0,0,0,0
"20191222","S92000003","S08000026","Z102H","Emergency Department",164,152,12,92.7,0,0,0,0
"20191222","S92000003","S08000030","T101H","Emergency Department",1007,943,64,93.6,0,0,0,0
"20191222","S92000003","S08000030","T202H","Emergency Department",474,445,29,93.9,1,0.2,0,0
"20191222","S92000003","S08000028","W107H","Emergency Department",144,139,5,96.5,0,0,0,0
"20191229","S92000003","S08000015","A210H","Emergency Department",678,606,72,89.4,8,1.2,2,0.3
"20191229","S92000003","S08000015","A111H","Emergency Department",1249,1094,155,87.6,63,5,21,1.7
"20191229","S92000003","S08000016","B120H","Emergency Department",616,568,48,92.2,0,0,0,0
"20191229","S92000003","S08000017","Y146H","Emergency Department",644,571,73,88.7,15,2.3,0,0
"20191229","S92000003","S08000017","Y144H","Emergency Department",276,257,19,93.1,2,0.7,0,0
"20191229","S92000003","S08000029","F704H","Emergency Department",1279,1091,188,85.3,14,1.1,1,0.1
"20191229","S92000003","S08000019","V217H","Emergency Department",1230,1084,146,88.1,2,0.2,0,0
"20191229","S92000003","S08000020","N101H","Emergency Department",1149,959,190,83.5,15,1.3,1,0.1
"20191229","S92000003","S08000020","N411H","Emergency Department",580,533,47,91.9,5,0.9,3,0.5
"20191229","S92000003","S08000020","N121H","Emergency Department",300,294,6,98,0,0,0,0
"20191229","S92000003","S08000031","G107H","Emergency Department",1698,1272,426,74.9,27,1.6,0,0
"20191229","S92000003","S08000031","C313H","Emergency Department",564,491,73,87.1,1,0.2,0,0
"20191229","S92000003","S08000031","G405H","Emergency Department",1842,1374,468,74.6,26,1.4,6,0.3
"20191229","S92000003","S08000031","C418H","Emergency Department",1204,869,335,72.2,70,5.8,1,0.1
"20191229","S92000003","S08000031","G513H","Emergency Department",1168,1083,85,92.7,0,0,0,0
"20191229","S92000003","S08000022","H212H","Emergency Department",161,153,8,95,1,0.6,0,0
"20191229","S92000003","S08000022","H103H","Emergency Department",152,147,5,96.7,0,0,0,0
"20191229","S92000003","S08000022","C121H","Emergency Department",145,139,6,95.9,0,0,0,0
"20191229","S92000003","S08000022","H202H","Emergency Department",754,662,92,87.8,6,0.8,0,0
"20191229","S92000003","S08000032","L302H","Emergency Department",1125,822,303,73.1,35,3.1,3,0.3
"20191229","S92000003","S08000032","L106H","Emergency Department",1207,1025,182,84.9,15,1.2,3,0.2
"20191229","S92000003","S08000032","L308H","Emergency Department",1277,1110,167,86.9,19,1.5,2,0.2
"20191229","S92000003","S08000024","S319H","Emergency Department",864,825,39,95.5,1,0.1,1,0.1
"20191229","S92000003","S08000024","S314H","Emergency Department",2175,1726,449,79.4,60,2.8,14,0.6
"20191229","S92000003","S08000024","S308H","Emergency Department",950,852,98,89.7,13,1.4,1,0.1
"20191229","S92000003","S08000025","R103H","Emergency Department",120,119,1,99.2,0,0,0,0
"20191229","S92000003","S08000026","Z102H","Emergency Department",127,119,8,93.7,1,0.8,0,0
"20191229","S92000003","S08000030","T101H","Emergency Department",932,909,23,97.5,0,0,0,0
"20191229","S92000003","S08000030","T202H","Emergency Department",442,426,16,96.4,0,0,0,0
"20191229","S92000003","S08000028","W107H","Emergency Department",122,117,5,95.9,1,0.8,0,0
"20200105","S92000003","S08000015","A210H","Emergency Department",736,451,285,61.3,84,11.4,43,5.8
"20200105","S92000003","S08000015","A111H","Emergency Department",1305,1083,222,83,103,7.9,40,3.1
"20200105","S92000003","S08000016","B120H","Emergency Department",695,598,97,86,14,2,4,0.6
"20200105","S92000003","S08000017","Y146H","Emergency Department",648,534,114,82.4,16,2.5,1,0.2
"20200105","S92000003","S08000017","Y144H","Emergency Department",319,298,21,93.4,2,0.6,0,0
"20200105","S92000003","S08000029","F704H","Emergency Department",1317,1059,258,80.4,14,1.1,0,0
"20200105","S92000003","S08000019","V217H","Emergency Department",1284,1049,235,81.7,6,0.5,1,0.1
"20200105","S92000003","S08000020","N101H","Emergency Department",1250,1044,206,83.5,11,0.9,1,0.1
"20200105","S92000003","S08000020","N411H","Emergency Department",580,536,44,92.4,5,0.9,1,0.2
"20200105","S92000003","S08000020","N121H","Emergency Department",274,269,5,98.2,0,0,0,0
"20200105","S92000003","S08000031","G107H","Emergency Department",1794,1170,624,65.2,104,5.8,14,0.8
"20200105","S92000003","S08000031","C313H","Emergency Department",632,511,121,80.9,6,0.9,0,0
"20200105","S92000003","S08000031","G405H","Emergency Department",1933,1152,781,59.6,122,6.3,19,1
"20200105","S92000003","S08000031","C418H","Emergency Department",1280,976,304,76.3,63,4.9,0,0
"20200105","S92000003","S08000031","G513H","Emergency Department",1084,1064,20,98.2,0,0,0,0
"20200105","S92000003","S08000022","H212H","Emergency Department",208,186,22,89.4,1,0.5,0,0
"20200105","S92000003","S08000022","H103H","Emergency Department",182,165,17,90.7,1,0.5,0,0
"20200105","S92000003","S08000022","C121H","Emergency Department",169,157,12,92.9,0,0,0,0
"20200105","S92000003","S08000022","H202H","Emergency Department",747,695,52,93,0,0,0,0
"20200105","S92000003","S08000032","L302H","Emergency Department",1223,966,257,79,29,2.4,2,0.2
"20200105","S92000003","S08000032","L106H","Emergency Department",1333,1103,230,82.7,7,0.5,0,0
"20200105","S92000003","S08000032","L308H","Emergency Department",1379,1083,296,78.5,56,4.1,16,1.2
"20200105","S92000003","S08000024","S319H","Emergency Department",826,793,33,96,0,0,0,0
"20200105","S92000003","S08000024","S314H","Emergency Department",2383,2077,306,87.2,43,1.8,2,0.1
"20200105","S92000003","S08000024","S308H","Emergency Department",1056,907,149,85.9,40,3.8,10,0.9
"20200105","S92000003","S08000025","R103H","Emergency Department",135,133,2,98.5,0,0,0,0
"20200105","S92000003","S08000026","Z102H","Emergency Department",140,135,5,96.4,0,0,0,0
"20200105","S92000003","S08000030","T101H","Emergency Department",920,870,50,94.6,0,0,0,0
"20200105","S92000003","S08000030","T202H","Emergency Department",429,416,13,97,1,0.2,0,0
"20200105","S92000003","S08000028","W107H","Emergency Department",145,143,2,98.6,0,0,0,0
"20200112","S92000003","S08000015","A210H","Emergency Department",669,440,229,65.8,98,14.6,50,7.5
"20200112","S92000003","S08000015","A111H","Emergency Department",1269,1058,211,83.4,115,9.1,57,4.5
"20200112","S92000003","S08000016","B120H","Emergency Department",557,471,86,84.6,16,2.9,9,1.6
"20200112","S92000003","S08000017","Y146H","Emergency Department",600,507,93,84.5,5,0.8,0,0
"20200112","S92000003","S08000017","Y144H","Emergency Department",244,224,20,91.8,1,0.4,0,0
"20200112","S92000003","S08000029","F704H","Emergency Department",1211,1045,166,86.3,4,0.3,0,0
"20200112","S92000003","S08000019","V217H","Emergency Department",1231,894,337,72.6,22,1.8,0,0
"20200112","S92000003","S08000020","N101H","Emergency Department",1057,906,151,85.7,12,1.1,1,0.1
"20200112","S92000003","S08000020","N411H","Emergency Department",487,415,72,85.2,11,2.3,3,0.6
"20200112","S92000003","S08000020","N121H","Emergency Department",266,260,6,97.7,0,0,0,0
"20200112","S92000003","S08000031","G107H","Emergency Department",1685,1333,352,79.1,31,1.8,1,0.1
"20200112","S92000003","S08000031","C313H","Emergency Department",636,558,78,87.7,4,0.6,1,0.2
"20200112","S92000003","S08000031","G405H","Emergency Department",1894,1199,695,63.3,168,8.9,73,3.9
"20200112","S92000003","S08000031","C418H","Emergency Department",1289,927,362,71.9,116,9,20,1.6
"20200112","S92000003","S08000031","G513H","Emergency Department",1215,1192,23,98.1,0,0,0,0
"20200112","S92000003","S08000022","H212H","Emergency Department",136,126,10,92.6,0,0,0,0
"20200112","S92000003","S08000022","H103H","Emergency Department",173,160,13,92.5,1,0.6,1,0.6
"20200112","S92000003","S08000022","C121H","Emergency Department",137,125,12,91.2,1,0.7,0,0
"20200112","S92000003","S08000022","H202H","Emergency Department",655,541,114,82.6,37,5.6,7,1.1
"20200112","S92000003","S08000032","L302H","Emergency Department",1253,929,324,74.1,80,6.4,33,2.6
"20200112","S92000003","S08000032","L106H","Emergency Department",1350,1107,243,82,16,1.2,3,0.2
"20200112","S92000003","S08000032","L308H","Emergency Department",1398,1109,289,79.3,81,5.8,21,1.5
"20200112","S92000003","S08000024","S319H","Emergency Department",789,775,14,98.2,1,0.1,0,0
"20200112","S92000003","S08000024","S314H","Emergency Department",2266,1865,401,82.3,112,4.9,34,1.5
"20200112","S92000003","S08000024","S308H","Emergency Department",1077,887,190,82.4,69,6.4,23,2.1
"20200112","S92000003","S08000025","R103H","Emergency Department",148,146,2,98.6,0,0,0,0
"20200112","S92000003","S08000026","Z102H","Emergency Department",129,122,7,94.6,0,0,0,0
"20200112","S92000003","S08000030","T101H","Emergency Department",858,836,22,97.4,0,0,0,0
"20200112","S92000003","S08000030","T202H","Emergency Department",454,426,28,93.8,0,0,0,0
"20200112","S92000003","S08000028","W107H","Emergency Department",135,127,8,94.1,0,0,0,0
"20200119","S92000003","S08000015","A210H","Emergency Department",671,474,197,70.6,100,14.9,58,8.6
"20200119","S92000003","S08000015","A111H","Emergency Department",1257,1049,208,83.5,113,9,80,6.4
"20200119","S92000003","S08000016","B120H","Emergency Department",585,528,57,90.3,2,0.3,1,0.2
"20200119","S92000003","S08000017","Y146H","Emergency Department",592,534,58,90.2,5,0.8,0,0
"20200119","S92000003","S08000017","Y144H","Emergency Department",221,191,30,86.4,5,2.3,0,0
"20200119","S92000003","S08000029","F704H","Emergency Department",1265,1113,152,88,8,0.6,0,0
"20200119","S92000003","S08000019","V217H","Emergency Department",1208,1127,81,93.3,0,0,0,0
"20200119","S92000003","S08000020","N101H","Emergency Department",1153,950,203,82.4,15,1.3,3,0.3
"20200119","S92000003","S08000020","N411H","Emergency Department",533,484,49,90.8,6,1.1,0,0
"20200119","S92000003","S08000020","N121H","Emergency Department",289,286,3,99,0,0,0,0
"20200119","S92000003","S08000031","G107H","Emergency Department",1739,1483,256,85.3,21,1.2,1,0.1
"20200119","S92000003","S08000031","C313H","Emergency Department",605,526,79,86.9,10,1.7,0,0
"20200119","S92000003","S08000031","G405H","Emergency Department",1875,1353,522,72.2,55,2.9,5,0.3
"20200119","S92000003","S08000031","C418H","Emergency Department",1294,977,317,75.5,33,2.6,1,0.1
"20200119","S92000003","S08000031","G513H","Emergency Department",1197,1177,20,98.3,0,0,0,0
"20200119","S92000003","S08000022","H212H","Emergency Department",119,113,6,95,0,0,0,0
"20200119","S92000003","S08000022","H103H","Emergency Department",149,146,3,98,0,0,0,0
"20200119","S92000003","S08000022","C121H","Emergency Department",131,127,4,96.9,0,0,0,0
"20200119","S92000003","S08000022","H202H","Emergency Department",613,553,60,90.2,4,0.7,0,0
"20200119","S92000003","S08000032","L302H","Emergency Department",1251,948,303,75.8,53,4.2,16,1.3
"20200119","S92000003","S08000032","L106H","Emergency Department",1265,1179,86,93.2,5,0.4,0,0
"20200119","S92000003","S08000032","L308H","Emergency Department",1351,1197,154,88.6,22,1.6,4,0.3
"20200119","S92000003","S08000024","S319H","Emergency Department",828,808,20,97.6,0,0,0,0
"20200119","S92000003","S08000024","S314H","Emergency Department",2409,1911,498,79.3,74,3.1,26,1.1
"20200119","S92000003","S08000024","S308H","Emergency Department",1122,982,140,87.5,35,3.1,6,0.5
"20200119","S92000003","S08000025","R103H","Emergency Department",139,129,10,92.8,0,0,0,0
"20200119","S92000003","S08000026","Z102H","Emergency Department",121,117,4,96.7,0,0,0,0
"20200119","S92000003","S08000030","T101H","Emergency Department",912,893,19,97.9,0,0,0,0
"20200119","S92000003","S08000030","T202H","Emergency Department",426,419,7,98.4,0,0,0,0
"20200119","S92000003","S08000028","W107H","Emergency Department",107,99,8,92.5,0,0,0,0
"20200126","S92000003","S08000015","A210H","Emergency Department",720,457,263,63.5,107,14.9,57,7.9
"20200126","S92000003","S08000015","A111H","Emergency Department",1313,1127,186,85.8,87,6.6,43,3.3
"20200126","S92000003","S08000016","B120H","Emergency Department",555,526,29,94.8,1,0.2,1,0.2
"20200126","S92000003","S08000017","Y146H","Emergency Department",596,542,54,90.9,2,0.3,0,0
"20200126","S92000003","S08000017","Y144H","Emergency Department",230,206,24,89.6,5,2.2,0,0
"20200126","S92000003","S08000029","F704H","Emergency Department",1287,1135,152,88.2,26,2,0,0
"20200126","S92000003","S08000019","V217H","Emergency Department",1245,1080,165,86.7,0,0,0,0
"20200126","S92000003","S08000020","N101H","Emergency Department",1135,927,208,81.7,6,0.5,0,0
"20200126","S92000003","S08000020","N411H","Emergency Department",520,493,27,94.8,2,0.4,0,0
"20200126","S92000003","S08000020","N121H","Emergency Department",317,314,3,99.1,0,0,0,0
"20200126","S92000003","S08000031","G107H","Emergency Department",1833,1408,425,76.8,23,1.3,1,0.1
"20200126","S92000003","S08000031","C313H","Emergency Department",644,558,86,86.6,2,0.3,0,0
"20200126","S92000003","S08000031","G405H","Emergency Department",2018,1493,525,74,37,1.8,0,0
"20200126","S92000003","S08000031","C418H","Emergency Department",1235,1082,153,87.6,14,1.1,1,0.1
"20200126","S92000003","S08000031","G513H","Emergency Department",1334,1306,28,97.9,0,0,0,0
"20200126","S92000003","S08000022","H212H","Emergency Department",142,132,10,93,2,1.4,1,0.7
